stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,7,24,0,0,0,0,6,83,0,0,0,3,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,1.41,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0,1.41,2.25,0,6.2,0,0,0.85,0,15.5,2.54,0.56,0,0,5.07,0,1.97,1.69,0.28,0,0,0
21Day,4.44,0.74,0,4.07,1.11,0.74,0,0.37,0,0,0,0,0,0.74,0,1.11,0,0,1.11,0.37,10.36,0,0,1.85,0,5.92,3.7,0,0.37,0,3.7,1.85,21.46,1.85,0.74,0,0,0.74
3Month,0.94,1.56,0.94,18.41,0.52,0,1.04,0.31,1.14,2.81,5.51,0.1,0,27.46,8.63,0.52,11.55,3.85,8.32,15.08,21.43,7.59,0.1,2.29,2.7,1.87,1.25,2.5,0.83,0,0.31,5.41,658.43,0.52,0.83,3.12,159.15,6.45
22Month,0.27,3.28,0.55,6.7,0,0,0.82,0.55,0,0.68,3.14,2.05,0,55.07,2.46,0.14,4.65,0.55,0.96,9.02,12.3,0.68,1.64,0.27,0,0.55,0.96,3.14,0.55,12.71,0.27,0.68,120.93,1.09,0.14,0.14,0.82,0.68
