stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,110,15,0,0,0,0,3,93,1,0,4,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.85,0,0,0,2.54,0,0,0,0,0.28,0,0,0.56,10.99,0.56,0,0,0,0,14.37,8.17,0,0,1.41,0,0,0,1.41,0,0,0,0,0
21Day,3.33,0.37,0,6.66,4.07,0,1.48,0,32.56,0,0,0.74,27.01,44.77,1.11,0.37,4.07,78.81,9.99,0,0,1.48,0,7.77,8.14,0,0,3.7,4.44,0,0.37,0.37,0.74,2.59,0,0,59.94
3Month,0,0.42,0,2.39,0,0.42,0,0.52,36.93,0,0,3.74,45.35,0.73,1.14,0.31,0.73,15.29,1.98,0.21,0,0.31,0.21,0.42,0,0.52,0.31,0.1,0.42,0.1,3.33,0.1,0.21,0,0.1,0.94,19.66
22Month,0.14,0.96,0.27,1.23,0,0.55,0.14,0.14,65.87,1.37,0,16.12,23.23,1.5,1.91,0.14,0.27,23.23,1.64,0.14,0.41,0.14,0,0.14,0.14,0,0.27,0,0.14,0,1.09,0.14,0.27,0,0,0,13.12
