stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,1,0,45,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,16,0,0,0,0,6,49,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,30.16,0.28,0,57.78,8.74,1.69,0,0.28,0,0,0,0,0,0,0,0,14.66,41.15,1.41,89.63,0,0.56,0.85,1.13,19.73,18.6,1.41,0,0,76.66,0.28,0,6.2,0,1.97,0,0,0
21Day,15.17,1.11,0,21.09,1.11,1.48,0,0.37,0,0.37,0,0.37,0.37,0,1.11,1.11,1.11,5.92,0.37,81.77,0,0,4.81,0.37,5.18,6.66,0.37,0.74,0,32.56,3.33,1.11,1.85,1.48,0.37,0,0,0.37
3Month,0.62,0.83,0.31,23.4,0.42,0,0.21,0.1,0.1,2.08,0.52,0,2.5,1.14,0.1,1.46,1.25,59.5,0.73,28.19,0.83,0,1.14,4.78,0.42,0.31,1.56,0.42,0,5.62,0.42,7.18,0.1,0,0.31,0.31,1.04,3.43
22Month,0.14,0.82,0.27,10.66,0,0,0,0,0.14,0.82,0.68,31.57,4.92,0.27,0.14,0.27,0.27,4.92,0.41,8.75,0.14,0.27,0.27,0,0.14,0.14,0.68,0.14,0.41,3.14,0.27,3.28,0.96,0,0.27,0.14,0,1.09
