stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.85,0.56,0,0,0,0.56,0,0,0.28,0,0,0
21Day,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.37,0,0,0,0,1.11,0.37,0,0,0,0,0,0,0,0,0,0
3Month,0,0.62,1.87,14.98,0.1,0,0.42,0.21,8.11,2.39,0,7.49,1.98,0.52,40.05,1.25,1.66,6.55,1.35,0.1,0,4.78,1.25,0.1,0,0.62,0.1,0,0,0.42,0.62,0.1,0.62,0.1,8.63
22Month,0.27,1.64,2.87,13.12,0,0,0.27,0.14,6.97,5.88,1.09,17.76,0.68,2.32,54.11,0.41,1.91,7.79,1.78,0,0.14,1.64,0,0.27,0,0.41,0.27,0.14,0.14,0.68,1.5,0,0,0,4.37
