stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.56,0,0,0,0,1.13,0,0,0,0.56,0,4.23,0.85,57.22,1.69,0,0,0,0,1.97,1.41,0,0.28,0,0.85,0,0,0,0,0,0,0,0,0
21Day,1.48,0.37,2.96,2.22,3.33,0,0.74,0,0.37,5.55,0,1.48,0,13.32,6.29,0,2.22,83.62,4.81,0,0,1.11,0,4.81,2.22,0,0,0,1.11,4.07,0,0.37,0,0.37,0,0,0,6.29
3Month,0.21,2.91,5.72,11.96,0,0.83,0.21,0,17.89,44,0.21,6.76,6.03,4.89,42.44,1.25,1.98,91.53,4.06,1.14,0,4.99,5.3,0.31,0,1.04,0,0,0,1.04,1.04,0,0,0,0,1.56,1.77,20.8
22Month,0.14,6.15,9.16,11.07,0,4.37,0.82,0.14,21.73,327,0.82,19.81,11.07,16.12,91.83,0.27,0.41,261.14,6.29,0.55,1.5,4.24,0.14,0.82,0,1.5,0.82,0.82,0.27,1.37,0.96,0.82,0.82,0,0.14,0.41,0,11.21
