stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,22,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,0.85,0,8.17,0.85,629.37,0,0.28,0,0,0,0,0,0.28,0,1.97,11.27,0.85,8.17,0.28,0,48.76,16.91,0.28,0.56,0,4.79,0.28,0,4.23,0,0.28,0.85,0,0,0
21Day,31.08,3.7,5.55,84.73,3.33,1884.34,0,58.46,1.85,3.33,0.37,15.54,4.81,37.37,22.2,14.06,57.35,29.23,103.23,0,17.39,145.4,46.99,2.22,4.07,0,37.37,72.52,1.48,12.58,6.29,20.72,6.66,0,0,20.72
3Month,0.1,0.21,0.21,0.83,0,0,0.73,0.1,0.31,0.21,0,1.46,0.42,0,12.38,0,0,0,2.91,0,0.21,0,0,0,0,0,0,0,1.04,0,0,0,0,0.21,0.42,0
22Month,0,0.14,0.41,0.14,0,0,1.64,0,0.27,0.14,0,2.05,0.14,0,12.71,0,0,0.27,0.82,0.27,0.14,0,0.14,0,0.14,0.14,0,0,0.55,0,0,0,0,0,0,0
