stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0.85,0,0,0,0,0,0,0,0,0,0,0.85,0.28,0,0.28,0,0,0,1.97,2.25,4.23,0,2.25,0,0,0,0,14.66,0,0,0,0,0
21Day,0.37,0,5.92,4.44,2.59,0,0.74,0,0.37,0,0,0.37,0,2.22,42.92,0.37,1.85,0.37,4.07,0,0,1.11,7.4,4.07,4.44,0,2.96,0,1.11,1.48,0,32.93,0.74,0.37,0,0,1.11
3Month,0.1,0.52,7.39,7.91,0,1.66,0.42,0.1,11.03,1.25,0,10.4,3.64,0.42,331.4,1.04,1.46,1.98,3.02,0.62,0,0.62,51.18,0.31,0.1,0.83,0.42,0,0,1.56,4.68,0.73,0,0,1.04,3.95,2.29
22Month,0.14,0.68,3.69,4.92,0,0,0,0,8.34,1.23,1.23,19.4,0.14,0.27,290.24,0.14,0.27,1.23,1.23,0,1.37,0.14,2.05,0.14,0,1.09,0.68,0.14,0.27,0.14,1.37,0.27,0,0.14,0,0,0.55
