stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,15,53,0,41,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,6,163,0,0,0,0,76,399,2,0,39,0,0,0,0,0,0,4,0,0,0
72hpf,14.37,11.56,0,14.37,0.85,7.89,0,0.56,0,0,0.28,0,0,0,0,0,0,5.64,28.47,0.85,76.1,0,2.25,7.61,0.56,1156.42,48.76,5.64,7.89,59.47,0.28,0,0.56,27.9,0,0.85,3.38,0,0,0
21Day,13.69,5.18,0.74,27.75,1.48,14.06,0,1.85,0,1.11,0.74,0.74,0,3.33,0.74,2.96,1.85,1.11,10.36,4.81,175.74,0,0,56.24,0.37,445.83,29.6,4.81,12.95,33.67,19.98,0,5.18,23.31,2.22,7.03,4.81,0,0,9.25
3Month,0.83,10.3,0.21,33.08,0.21,0,0.52,0.52,1.25,16.33,4.47,0.83,0,8.01,3.54,1.14,2.91,2.7,3.85,3.12,68.55,19.76,0.21,13.21,1.25,8.95,2.6,10.71,4.78,2.08,0.94,0.1,113.07,2.08,0,0,0.42,3.64,9.15,8.43
22Month,0.14,9.98,0.41,25.28,0.14,0,0.68,0.27,0.14,3.55,2.73,0.96,0,16.12,1.23,1.5,0.96,0.82,0.82,2.05,57.67,1.91,0.41,11.62,0,5.33,0.68,9.16,8.75,2.6,0.41,0,19.95,4.78,0.27,0,0.55,1.5,0,6.15
