stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,5.64,1.41,0.28,0,0,0,0,0,0,0.28,0.56,8.74,20.86,1.69,2.82,0,1.97,0.28,0.56,5.36,3.95,0.28,0,0,0.85,0,0,0,1.13,0.28,0,0.28,0,0,0
21Day,1.11,0.74,2.96,20.72,1.11,1.48,0,0,0,0,7.03,0,2.22,12.95,0.74,19.24,3.33,10.73,0,0,1.85,0.37,5.55,2.96,0.74,0,0,7.4,2.59,0,0,2.22,1.11,1.11,1.48,0,0,0.74
3Month,0,0.94,2.18,13.63,0,0,0.42,2.5,1.66,0,118.68,1.46,0,71.04,1.14,5.72,1.87,2.39,0.42,0.52,0.42,1.46,0.73,0.1,0.73,0.42,0,0.1,2.18,0.1,5.1,0.21,0,0,0.1,0.94,5.2,2.29
22Month,0,0.68,3.55,5.47,0,0,0.96,2.87,1.64,0.41,189.26,0.41,0.14,98.39,0.27,0.96,4.1,4.37,0.14,4.37,0.68,0.27,0.68,0.14,0.96,0.27,0.27,0,0.27,0,3.96,0.27,0,0,0.14,0,0,0.55
