stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,27.62,1.13,1.69,0,0,0,0,0,0,0,0,0,0,0.56,30.44,0.56,0.56,0,0.56,0,0,7.33,4.51,2.25,0,0,0.56,0,0.28,0.56,0,0,0,0,0,0
21Day,3.33,0,0,90.28,0,10.73,0,1.11,0,0,0.37,0,1.85,0,1.11,2.59,4.07,224.21,1.11,10.73,0,0.74,0.37,0,13.69,5.18,1.48,0.74,0,4.81,5.18,0,0.37,0.74,1.85,0.37,0,0,1.85
3Month,0.31,0.73,0.94,46.7,0.94,0,1.14,0.1,0.1,1.66,4.47,0.21,13,4.68,0.1,4.89,1.77,575.32,2.18,12.27,5.62,0,1.56,1.04,1.14,0.21,4.16,0.42,0,0.62,2.29,8.53,0.42,0,0,0,1.35,39.73,3.85
22Month,0.41,1.37,0.68,24.19,0,0,0,0.27,0,0.41,2.6,1.78,22,1.23,0.55,3.42,0.82,179.56,3.83,12.03,0.14,1.09,0.14,0.14,0.41,0,1.64,0.68,0.68,0.55,0.14,4.24,0.27,0.68,0,0.14,0.27,0.27,1.23
