stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.69,0,1.69,1.13,0.56,0,0,0,0,0,0,0,0,0,0,0.85,3.95,0.28,8.74,0,0,0.56,0,3.95,14.94,0,0,7.61,0.28,0,2.82,1.69,0,0,0
21Day,1.85,0.37,0,4.44,0,1.11,0,0,0,0,0,0,0.37,0,0.74,0,0.37,1.11,1.48,9.99,0,0,1.48,0,1.85,3.7,0,0.74,4.07,0.74,0.37,1.11,0.37,0,0,0
3Month,1.04,14.67,1.56,58.04,0.62,0,1.46,0.73,0.73,4.58,5.41,0.21,131.17,3.54,0.42,17.89,4.78,25.9,7.49,40.98,6.87,0.62,4.99,6.35,1.04,0.94,3.33,1.66,1.25,2.91,6.66,1.98,0.94,15.19,1.87,5.41
22Month,0.14,14.48,0.41,10.66,0,0,0.82,0,0.27,0.55,3.42,4.1,126.4,1.78,0.55,7.24,1.5,1.5,2.32,23.09,0.14,4.1,1.5,0.27,0.55,0.14,2.19,0.55,0.27,0,0.55,0.96,0.27,2.19,0,1.23
