stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,11,43,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,2.25,0,0,2.82,0.85,0.56,0,0,0.85,0,0,0,0,0,0.28,4.23,0.28,8.17,0,0.85,0,0,64.83,10.99,0,7.61,10.71,0,0,4.23,0.28,0,2.82,0,0,0
21Day,2.22,0.37,0.37,1.85,0,0.74,0.74,0,0.74,0,0,0,0,0.37,0,3.7,0.37,8.88,0,0,1.11,0,27.75,1.48,0,1.11,4.44,1.48,0.74,3.33,0.74,0.74,0,0,0,0
3Month,0.1,0.21,0.1,3.64,0,0,0,0.21,5.93,0,5.82,0.62,0,0.83,0.31,1.46,0.31,6.24,1.14,0.1,0.31,0.21,0.31,0.1,0.1,0.73,0.1,0.31,16.64,0.21,0.31,0.1,0,0.42,8.74,0.62
22Month,0,0.27,0.14,1.78,0,0,0,0.14,1.09,0.41,5.06,0.27,0.14,0.82,0,0.96,0.96,11.48,0.41,0.27,0.14,0,1.5,0.14,0.27,2.05,0,0.14,6.7,3.14,0.14,0,0.14,0,0,0
