stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.56,3.38,0,2.25,0,0,0.28,0,7.33,1.97,0,0,0,1.69,0,0,0,0.56,0,0,0
21Day,0.74,0,0,2.59,0,0.74,0,0.37,0,0,0.37,0,0.37,0,0.37,1.48,0.37,3.33,0,0,0,0,4.07,1.48,0,0,0,1.11,0.37,0,0,0,0,0,0.37
3Month,0.21,1.56,0.94,8.32,0,0,0,2.08,1.14,0,8.11,1.35,0,5.3,0.83,2.6,1.87,3.02,0.83,0,0.83,0.73,0.62,0.1,0.21,0.1,0,0.1,0.42,5.2,0.1,0.1,0.83,3.95,1.66
22Month,0,1.23,0.41,2.19,0,0,0.14,1.09,0.96,1.23,19.81,0.96,0,4.65,0,0.68,1.5,3.96,0,0.27,0.41,0,0.14,0,0.27,0.55,0.14,0,0.14,0.96,0.27,0,0.14,0,1.09
