stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,2.54,0,4.23,0.28,1.13,0,0,0,0,0,0,0,0,0,0.28,10.43,0,6.2,0,0.85,0,0,13.53,9.58,0,0,0,2.82,0,0,1.13,0.85,0.85,0,0,0
21Day,0.37,0,0,4.44,0,0.37,0,0,0,0.37,0.37,5.55,0,1.11,0.37,0,2.96,0.37,8.14,0,0,1.11,0,7.77,6.66,0,0,0,4.07,2.22,0,0,0.37,3.33,0,0,1.48
3Month,0,0.52,0.42,4.89,0,0,0.31,0.21,0.31,0.73,0,72.19,0.52,0.1,1.66,0.1,1.56,0.52,4.37,0.52,0.21,0.62,0.31,0.21,0.21,0.21,0.1,0,0,0.62,0.73,0.1,0,0.1,0.42,0.42,1.04
22Month,0,2.73,0.96,3.28,0,0,0.27,0.14,0,1.37,0.27,193.63,0.55,0,1.64,0.27,0.96,0.41,5.6,0.14,2.46,0.55,0,0,0,0.41,0.27,0.41,0.14,0.68,0.82,0,0,0.27,0.27,0,0.27
