stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,22,6,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,118,0,0,0,61,215,2,0,0,12,0,0,0,0,0,0,0,0,0
72hpf,17.47,2.82,0,9.02,3.1,18.88,0,0,0.85,0,0,0,0.28,0,5.64,27.9,1.97,31.85,0,0.85,0.56,1645.15,256.48,0.28,0.56,0,29.59,0.85,0.56,12.4,1.13,1.69,1.41,0,0,0
21Day,22.57,0.37,1.11,19.61,1.48,14.06,3.33,0,0,0,1.11,1.11,3.33,2.22,1.85,8.88,5.18,35.15,0.37,0,1.85,421.79,145.4,0.37,2.22,0,9.99,11.47,0.37,4.44,2.22,5.18,0.74,0.37,0.37,2.22
3Month,0.1,0.1,0,1.66,0.1,0,0,0.21,0.21,0,1.66,0.1,0.1,0.73,0.1,0.52,0.21,0.83,0.21,0,0,19.97,1.56,0.21,0,0,0.1,0.1,1.87,0.1,0,0,0,0,5.1,0.52
22Month,0.14,0,0,0.82,0,0,0,0.27,0.41,0.82,26.78,0.27,0,1.23,0.27,0.14,0.68,0.41,0,0.27,0.14,7.24,0.68,0.41,0.14,0.96,0,0.14,3.01,0,0.14,0,0,0,0,0
