stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.28,0.28,0,0,0,0,0,0,0.28,0,0,0.28,0.28,2.25,0,0.28,0,0.28,22.27,6.76,0.28,0,0,1.13,0,0,1.69,0,0,0,0,0,0
21Day,1.11,0,0,0.74,0,0,0,0,0,0,0,1.48,0.37,0,0.74,0,2.22,0,0,1.85,0,17.39,4.81,0,0.37,0,0,0.74,0.37,0,0.37,0,0,0,0,3.7
3Month,0.1,0.62,0.1,11.34,0,0.42,0.21,0.73,0,5.51,1.35,0.83,2.29,0.62,1.35,2.29,3.02,0.1,0,0.31,0.62,12.69,0.31,1.56,0.21,0,0,0.42,4.78,0,0.1,0.1,0.1,0.62,0.94,32.97
22Month,0.27,1.78,0,9.84,0,0.55,0.68,1.09,1.5,15.99,0.55,0.55,2.46,0.27,0,1.78,4.1,0.27,0.96,1.5,0.14,7.93,0,2.6,0.41,0.14,0.27,0.27,4.78,0.27,0.41,0,0,0.55,0,21.45
