stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,8,16,0,0,0,0,11,143,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,3.95,0.85,0,2.25,0.56,2.54,0,0,0,0,0,0,0,0,0,0.56,0,3.38,5.07,0.85,5.07,0,1.97,0.28,0,25.65,29.88,0.28,0,0,2.54,0.85,0,2.54,0,0.85,0,0,0
21Day,4.81,1.11,0,15.17,0.74,13.32,0,8.88,0,0,0.74,0,0,1.85,0,4.81,2.59,2.22,4.44,3.7,10.36,0.37,0.37,1.85,0.37,9.62,12.95,0.37,0,0,6.66,2.59,1.11,2.59,0,0.37,0,0,2.22
3Month,0.21,2.6,1.66,23.92,0.42,0,1.66,0.83,0.1,2.81,5.1,0.1,0,144.58,6.66,1.46,21.74,2.81,7.07,7.91,7.91,1.56,0.21,1.98,2.39,1.25,0.83,0.83,0.94,0,0.52,3.54,51.8,0.42,0.1,0.31,2.18,5.3,5.2
22Month,0.41,4.78,1.78,9.29,0.14,0,0.96,0.55,0,1.37,9.16,5.33,0,168.49,2.32,4.78,20.91,1.23,1.64,10.66,6.15,0,4.1,0.96,0.41,0.27,0.41,0.55,0.14,1.64,0,0.41,10.93,0,0.41,0.14,0.14,0,1.78
