stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24,17,0,83,2,1,0,2,0,0,0,0,4,0,0,1,0,9,27,33,159,0,0,0,2,46,1323,4,0,35,0,0,0,2,0,0,2,0,0,0
72hpf,12.12,5.64,0,16.07,2.25,5.36,0,0.28,0,0,0,0,0,0,0,0.28,0,4.79,10.43,5.64,43.4,0,1.13,1.41,0.56,265.78,142.62,1.13,2.25,45.1,0.85,0,0.28,15.78,1.41,0.28,2.54,0,0,0
21Day,12.58,2.22,0.37,24.42,0.37,15.91,0,4.07,0,0,0.37,0,0,0.37,0,9.62,0.74,1.11,8.51,5.18,49.58,0,0,3.7,0,41.07,20.72,1.11,0.74,20.35,5.55,0,0.74,2.59,0.74,4.07,0,0,0,2.59
3Month,0.62,16.33,0.42,43.48,0.94,0,0.52,0.73,0.52,3.74,7.91,0.21,0,34.01,9.15,1.87,6.45,3.54,12.27,5.72,51.8,11.34,0.1,6.24,4.99,3.12,1.14,2.08,4.06,2.91,1.56,0.1,151.24,0.42,0.1,0.1,0.1,15.6,23.4,5.2
22Month,0.14,14.07,0,4.65,0,0,0.27,0,0.14,0.41,7.65,7.65,0,40.99,1.78,1.37,1.37,0.27,1.37,4.78,16.94,0.41,1.23,0.96,0.14,0.68,0.55,0.68,2.32,0.41,0.27,0,2.05,0.68,0.27,0,0.14,0.68,0,1.91
