stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,77,3,7,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.28,0,9.3,1.97,0,0,0,0,0,0,0,0,0.85,0,1.69,187.99,0.28,3.66,0,0.28,0.28,0,28.47,17.47,0,0.28,0,3.95,0,0,0.56,0.56,0,0,0,0,0,0
21Day,3.33,0,1.48,80.66,3.7,0,0,0,0,1.11,0,1.48,0.37,17.02,4.07,3.33,114.7,2.59,3.33,0,0,1.11,0,6.66,3.33,0.37,0,0,1.85,3.33,0,1.48,0,0,1.11,0.74,0,0,7.03
3Month,0.52,4.26,13.11,250.99,0,2.6,1.98,0.21,60.02,17.99,0.1,283.76,13.94,11.65,276.37,14.87,41.09,35.68,13.83,2.29,0.21,35.16,10.82,3.54,0.52,10.82,1.35,0,0.62,6.76,0.1,37.24,0.31,0,0,0.21,7.28,13,76.04
22Month,0.41,6.56,12.85,94.97,0,1.78,0.82,0.14,33.89,24.32,10.11,242.96,4.78,18.86,208.25,4.37,10.93,31.29,12.71,0.14,4.65,12.03,0.27,1.37,0.82,6.97,1.37,0.55,0.27,0.82,0,23.5,1.09,0.27,0,0.14,0.96,0.27,18.72
