stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,3,30,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.85,0.28,0,0,0,0,0,0,0,0,0,4.23,6.48,0.28,0.28,0,0.85,0,0,7.61,2.25,0.28,0,0,0.56,0.28,0,0.56,0.28,0,0.28,0,0,0
21Day,0.37,0,2.22,2.96,0.74,0,0.37,0,0.37,0,4.07,0,0.74,2.59,0.37,2.22,2.59,2.22,0,0,0,0,1.11,0.37,1.11,0,0,2.59,1.11,0.37,1.11,0,0.74,0.74,0,0,1.11
3Month,0.1,0.83,1.35,8.22,0,0.1,0,3.64,1.87,0,70.32,1.46,0.21,32.25,0.73,1.25,3.02,1.56,0.52,0.42,0.73,0.73,0.52,0,0.94,0.1,0,0.1,0.83,16.54,0.1,0,0,0.21,4.89,4.68,2.6
22Month,0.14,0.55,0.82,2.19,0,0.14,0,2.46,1.23,0.55,110,0.27,0,12.44,0,0.27,2.05,1.91,0.14,0.96,0.14,0,0.14,0,0.27,0.14,0.68,0,0.14,3.01,0,0.14,0,0,0,0,0.41
