stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.56,1.41,0,1.97,0,0,0,0,3.1,2.25,0,0.28,0,2.25,0,0.28,0,0.28,0,0,0
21Day,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0.74,0.37,0,2.59,0,1.85,0,0,0,0,1.48,0,0.37,0,0,0,0,0,0,0,0,0,0.37
3Month,0,0.62,0.31,7.07,0,0.1,0.1,1.87,2.08,0,7.28,2.6,0.21,3.74,1.04,2.29,2.6,4.47,1.04,0,0.42,0.94,1.04,0,1.77,0.1,0,0.1,0.52,3.02,0.1,0,0.73,4.16,1.35
22Month,0.27,1.09,0.68,3.83,0,0.27,0,0.96,3.83,2.73,41.95,1.78,0.27,4.92,0.55,0.96,1.78,4.24,0.14,1.23,0.41,0,0.96,0,2.46,0.27,3.14,0.55,0,1.23,0.27,0.14,0.14,0,0.96
