stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,3.38,0,0.85,0,0,0,0,0,0,0.28,0,0,0,0.85,1.41,0.28,1.41,0,2.54,0,0,42,5.36,0.85,0.28,0,0.56,0,0,0.56,0,0,0,0,0
21Day,2.22,0,0,39.96,0.37,6.66,0,1.85,0,0,0.37,0,20.35,0,1.11,0.74,0.74,3.33,0.74,9.62,0,0.74,1.48,0,19.61,4.81,4.81,0.37,0,4.07,5.55,0,0.37,0,0.37,0,0,1.48
3Month,0.21,1.77,1.46,31.1,0.21,0,0.62,0.1,0.1,2.29,4.68,0.1,177.77,9.78,0.21,9.78,1.46,4.78,3.64,12.07,2.81,0.21,1.87,1.35,1.46,0.1,10.09,0.94,0,0.62,2.39,4.16,0.31,0,0.1,1.25,1.35,6.55
22Month,0.14,5.33,4.37,18.31,0.14,0,1.23,0.14,0,1.09,1.64,1.91,556.98,3.83,0.41,8.61,1.64,1.23,2.46,10.52,0.27,7.79,2.87,0.27,0.96,0.27,7.93,1.23,2.73,0.14,0.27,2.32,0.27,0.27,0,0.14,0,4.24
