stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,5,0,1,0,0,18,21,0,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,0,0.28,0,2.25,13.81,0.85,0,0,0,0,1.97,0,0,0,0,0,0.28,0.56,2.54,0.28,1.69,0,0,0,0,11.84,4.79,0,1.41,0,1.41,0.28,0,0.56,1.69,0,3.38,0,0,0
21Day,1.85,0,0.74,12.58,1.11,1.11,0,1.11,0,1.85,1.48,0.37,0,0.37,16.65,0.74,0.74,0.74,9.25,2.22,6.29,0,0,0.74,0,2.96,0,0.37,4.44,0,0.37,0.74,0,1.11,0.74,0,0.74,0,0,0
3Month,1.46,4.06,6.24,73.23,1.87,0,2.29,0.52,0.62,73.96,128.04,0.52,0,336.18,857,1.46,54.4,7.28,22.78,21.32,22.26,11.13,0.62,22.26,4.37,2.7,0.42,2.5,7.8,0,0.31,7.49,3.33,14.15,3.74,0.21,0.62,6.45,8.95,5.41
22Month,0.68,6.97,3.96,63.54,1.37,0,3.83,0.55,0.14,50.42,207.71,4.92,0,279.31,230.94,1.91,34.16,0.68,9.16,22.41,43.86,0.82,5.19,22.55,0.27,2.46,0.82,2.46,10.11,0.68,0.82,2.19,0,21.59,9.84,0.68,0.96,2.05,0.27,2.73
