stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0.85,0,0.56,0.28,0.56,0,0.28,0,0,0,0,0,0.28,0,0.28,0.28,0,2.25,0,0,0,1.97,0.56,0,0,0,0,0.28,0.85,0.28,0,0,0,0,0
21Day,0,0,0,1.11,0.37,4.44,0,0.74,0,0.37,0,0.37,0,0.37,0,0,0.37,0.74,5.18,0,0,0,2.22,0,0.37,0,0.37,0.37,0.74,0.37,0,0.37,0,0,0,0
3Month,0,0.31,0.1,1.56,0,0,0.1,0.1,0.21,1.56,0,1.46,2.6,0.21,0.52,0,1.04,0.62,1.56,0.31,0,0.73,0.21,0,0,0,0,0.1,10.3,0,0,0,0,0.21,10.3,1.98
22Month,0.14,0.27,0.41,0.41,0,0,0,0,0,0.96,0.14,4.65,0.55,0.14,0.41,0,0.27,0.82,6.97,0,0.14,0.14,0,0.14,0.14,0.27,0,0.27,1.64,0,0.41,0,0.14,0,0.14,0.68
