stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0,2.54,1.69,1.97,0,0,0,0,0,0,0.28,5.07,0.56,2.25,0,0.85,259.58,11.56,0.56,6.2,2.25,0,0.28,10.99,0.28,0.85,0,0,0
21Day,0.74,0.37,1.48,0.74,2.59,0,0,0,0,0.74,0,0.37,1.48,0.37,4.07,0,1.11,76.59,4.44,0,3.33,1.48,2.59,0.74,5.92,0,0.37,0,0,0
3Month,0,0.21,0.73,0.1,0,0,0,0.83,0,0,0.31,0,0.21,0.1,0.1,0.21,0.1,0.52,0,0.31,0.1,0,0,0.21,0,0.1,0,0,0.52,0.1
22Month,0,0,0.68,0,0,0.14,0.14,2.32,0.14,0,0.14,0,0,0,0,0,0.14,1.23,0.14,0.55,0,0,0,2.46,0.27,0,0,0.14,0,0.14
