stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57,39,0,137,7,2,0,2,0,1,1,0,11,0,0,0,0,18,28,39,372,0,0,0,0,145,2983,0,0,0,53,0,0,2,0,0,9,0,0,0
72hpf,98.65,35.51,0.28,109.64,21.7,53.27,0,5.36,0,0,1.97,0,0.56,1.13,0,12.68,0.56,51.58,170.24,12.97,340.19,0,10.15,7.61,2.54,3516.9,1553.83,4.23,12.68,0,212.23,7.05,1.41,158.4,5.64,4.79,10.71,0,0,0.28
21Day,58.09,8.88,3.33,161.31,7.4,55.13,0,38.48,0,1.48,7.77,0,0,4.07,2.22,68.08,10.73,14.8,44.77,35.15,207.93,0.37,0.37,16.28,0,688.18,369.62,4.81,8.51,0,50.69,38.85,2.96,46.99,4.81,9.99,4.81,1.11,0,32.19
3Month,1.66,14.87,2.39,120.76,1.14,0,1.66,3.54,0.62,15.71,20.91,0.31,0,61.37,19.76,9.88,33.81,10.19,32.77,22.78,37.03,6.87,0.42,9.26,6.03,11.44,3.74,7.91,3.74,0,2.6,3.02,68.44,3.85,0.1,0,0.52,12.17,7.18,38.49
22Month,0.55,19.13,3.42,46.73,0.55,0,1.64,3.14,0.27,7.11,44,9.57,0,133.78,12.71,20.5,43.04,2.46,7.93,34.57,34.03,1.37,5.74,8.06,0.55,5.47,1.64,7.11,4.1,1.37,3.28,0.27,28.01,5.33,1.5,0,0.27,1.23,0,15.44
