stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.69,0,0,0,0,13.81,3.95,0,0,2.54,0,0,0.56,0.28,0,0,1.97,0,0,0
21Day,3.33,0.37,0,3.7,0,2.22,0.37,0,0,0,0,0.37,0.37,0,0,0,1.48,1.11,49.95,0,0,1.48,0,18.87,2.96,0,0,47.73,2.22,0,1.11,1.48,0.37,0.74,1.11,0,0,0.74
3Month,0.62,0.42,0,2.91,0.1,0,0,0.1,0.21,1.25,0,1.87,0.73,0,1.66,1.14,0.62,0.73,21.43,1.25,0,0.42,0.1,0.73,1.46,0.21,0,0.1,0.52,0.1,3.12,5.82,0,0,11.13,0.1,1.25,0.21
22Month,0.27,0.55,0.27,1.37,0,0,0,0,0.14,0.82,0.27,6.7,0.27,0.14,1.37,0,0.41,0.41,22.41,1.09,0.14,0.14,0,0.41,1.37,0.14,0.14,0.14,0.41,0,3.28,12.85,0.96,0,4.24,0.14,0,0.27
