stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0.56,0.56,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0
21Day,0.74,0,0,31.08,0.37,0,0,0,0,0,0,0.37,2.22,0,0,12.58,0.37,1.11,0,0,0,0,0.37,0.37,0,0,0,0,0,0.37,0,0,0.37,0,0,0,1.48
3Month,0.1,1.04,0.42,78.22,0,0.1,0,0.94,1.25,0.1,5.51,0.83,0.52,1.87,0.94,25.59,2.08,2.39,1.04,0.21,0.21,0.31,0.73,0,0.31,0.21,0,0,0.73,9.15,0.21,0,0,0.1,1.46,8.22,3.85
22Month,0.14,1.23,0.55,113.15,0,0.55,0.27,1.64,5.06,3.42,35.26,1.37,4.51,4.78,2.46,35.26,4.1,13.39,0.14,1.91,0.96,0,0.55,0.14,0.55,0.27,0.55,0.14,0.14,3.42,0.27,0.27,0,0,0.82,0,3.14
