stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,2.25,1.13,0.56,0,0.56,0,0,0,0,0.28,0,0,0,1.13,11.84,0.28,5.36,0,0,0.28,3.38,7.89,0,0.28,3.38,0,0,1.41,0,0.56,0,0,0
21Day,0.74,0.74,0.74,8.51,1.11,1.85,0,0.74,0,0,0,0,0,0,0.37,0.74,0.74,4.81,0.74,8.51,0,3.33,0,2.59,3.33,0.37,0,2.22,0.74,0.37,1.85,0.37,0,0.37,0,1.11
3Month,0.1,0.21,0.21,4.78,0,0,0,0,1.56,1.25,0,0,5.51,1.56,0.1,3.02,0.31,1.04,1.35,1.35,0.1,0.94,0.52,0.1,0,0.31,0,0.1,0.42,1.14,0,0,0.1,6.03,0.62,0.62
22Month,0,1.37,0.96,3.96,0,0,0.27,0,1.37,2.46,0.27,0,15.44,1.09,0.55,3.01,0,1.09,1.78,2.46,0.14,1.09,0,0,0,0.14,0.14,0,0.14,0.55,0,0,0,1.37,0,0.55
