stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.74,0,0.74,0,0.74,0,0,0,0.37,112.48,0.37,0.37,0,0.37,0,0.74,0,0,0,0,1.85,0.37,0,0,0,0.37,0,0,0,0,0.74,0.37,0,0,0
3Month,0.21,1.46,1.66,20.28,0.31,0,0.73,0.21,6.45,57.42,0.1,52.01,1869.5,0.52,18.83,2.6,6.14,15.5,10.92,2.81,0.31,4.99,3.22,1.14,0.1,1.87,0.73,0,1.25,3.43,7.49,6.76,0.73,0.1,0,6.24,7.18,5.51
22Month,0.14,1.91,0.82,3.83,0.14,0,0.41,0.14,0.96,11.07,0.41,30.34,702.79,0.41,3.01,0.41,0.55,3.28,6.15,0.14,2.19,0.82,0,0.27,0.14,0.14,0.55,0.14,0.14,0,0.27,2.46,0.68,0.27,0,0.14,0,1.09
