stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,28,0,0,2,0,0,0,0,0,0,0,0
72hpf,2.25,1.41,0,1.97,0.28,0.28,0,0,0,0,0,0,0,0.56,0,1.13,5.07,0.28,5.36,0,0.56,0,0.85,5.92,10.15,0,0,2.82,0,0,0.56,0,0.56,0,0,0
21Day,2.59,0.74,0,3.7,0.37,2.96,0,0,0,0,0,0.74,0,0.74,0,1.48,1.11,1.11,4.07,0,0,1.48,0,2.96,2.59,0,0,2.96,0,0,0.37,0.37,0.37,0,0,0.37
3Month,0.1,1.46,0.21,6.87,0.21,0,0.1,0.21,1.25,1.35,0,14.77,0.62,0.21,4.16,1.25,2.5,3.33,2.18,0.73,0,1.14,1.04,0.42,0.1,0.73,0.83,0.1,0.52,3.85,0.1,0,0.31,1.04,5.1,2.91
22Month,0,0.14,0,0.68,0,0,0,0.27,0,0.82,0.82,11.62,0,0.41,2.73,0,0.14,0.68,0.68,0,0.68,0.14,0.14,0,0,0,0.27,0,0,0.27,0,0,0,0.14,0,0.55
