stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,3.1,0,4.79,1.97,6.2,0,0,0,0.28,0,0.28,0,0.28,0,5.92,11.56,1.69,13.81,0.85,0.28,0,714.2,47.07,0,0.85,0,16.91,0,0,6.76,65.39,67.36,2.25,0,0,0
21Day,7.77,2.22,1.48,30.71,0.37,31.08,0,3.33,0,0.74,0,4.81,0.74,12.58,4.44,4.07,17.02,4.44,42.92,0,1.85,0.37,524.64,20.72,0.74,1.48,0,18.5,21.83,0,7.77,39.59,73.26,2.22,0,0,5.55
3Month,0,0.1,0.1,1.77,0,0,0.1,0,0.21,0.62,0,1.87,0.42,0.1,0.31,0.1,0.62,0.62,0.94,0,0.1,0.21,9.88,0,0.31,0,0,0.1,0.1,1.87,1.87,0.31,0.1,0.21,0.21,0.52,0.73
22Month,0,0.14,0,0.82,0,0,0,0,0,0.96,0.14,1.91,0.27,0.14,0.27,0.14,0,0.27,0.82,0.27,0,0,10.66,0.27,0.14,0.14,0.14,0.14,0,0.27,5.19,0.68,0,0,0.14,0,0.41
