stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,23,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.79,1.41,0,4.79,1.41,6.76,0,1.13,0,0.28,0,0.28,0,4.79,0,3.1,16.91,21.42,12.97,0,0.28,1.13,72.43,38.05,0.28,0.85,0,135.57,0.56,0.28,5.64,0,0.28,1.13,0,0,0
21Day,2.96,0.37,0.74,19.98,0,2.96,0,5.18,0.37,1.85,0,4.07,3.33,73.26,1.11,0.37,8.14,88.43,14.06,0,0,1.85,11.84,7.4,0,0.74,0,88.8,4.44,0.37,1.11,0.37,0.74,0.37,0,0,41.44
3Month,0,0.52,0.52,14.67,0,0,0.73,0.62,1.87,2.08,0,7.07,3.95,4.26,9.47,0.42,2.08,97.98,3.12,0.52,0.21,1.77,0.21,0.1,0.52,0.21,0,6.35,1.04,1.77,0,0,0,0,0.62,1.46,67.72
22Month,0.14,0.68,0.82,12.57,0.14,0,0.41,0.82,3.69,8.61,1.91,85.82,10.25,12.03,31.43,0,1.09,90.05,2.87,0,2.32,3.01,0.14,0,2.05,0.55,0.14,1.64,0.41,2.46,0.14,0.27,0,0,0,0,52.2
