stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,943,457,1,2093,69,52,0,32,0,1,25,0,195,13,0,12,6,231,819,1268,3464,0,6,3,23,1322,25324,21,0,0,470,0,0,0,6,0,0,124,0,0,0
72hpf,774.24,252.25,0.56,1062.57,207.44,755.63,0,44.53,0,0.28,28.18,0.28,1.41,16.07,0,89.63,7.89,472.38,2548.19,232.52,2312.28,0,133.03,68.77,34.1,8519.7,5703.48,34.39,56.93,0,2221.53,53.83,0,6.2,607.95,70.74,48.2,156.14,0,0,2.54
21Day,1076.66,111.74,62.16,3654.73,70.67,1007.47,0,532.04,0.37,19.98,86.58,5.18,0,207.93,82.51,936.44,317.82,179.44,1679.74,560.9,3410.17,3.33,6.29,321.52,9.99,1164.72,1642.37,27.75,31.82,0,1475.88,425.48,0,33.67,220.88,59.94,103.23,61.05,8.14,0,434.36
3Month,40.88,246.42,183.07,4028.27,14.25,0,72.4,73.96,11.23,515.92,822.36,10.92,0,6017.07,1574.4,214.07,1981.73,223.01,1484.22,1288.67,1895.81,604.34,22.36,259.31,250.16,67.4,43.48,129.5,47.95,0,97.67,260.87,5.72,1038.3,17.58,2.5,0.31,14.87,257.34,168.92,1133.99
22Month,24.46,267.83,176,1190.76,7.65,0,97.29,61.08,5.74,231.21,890.54,555.62,0.14,13899.84,509.02,352.42,1650.18,46.73,286.42,998.63,2025.14,85.82,486.06,154.14,11.48,44.41,22.14,97.02,58.62,50.01,81.17,65.18,0.27,148.26,20.36,23.37,0.14,5.33,19.81,0.82,302.27
