stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,33,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45,0,0,0,0,10,29,0,0,0,12,0,0,0,0,0,0,0,0
72hpf,14.66,59.19,0,8.46,0.85,3.95,0,0,0,0,0.28,0,0,0,0.28,0,1.41,4.23,0.56,139.23,0,0.28,18.88,0.56,56.93,18.32,0,0.56,0,129.37,0,0,4.51,0.28,11.27,0,0,0
21Day,74.37,36.63,0,37.74,0,7.4,0,0.74,0,0,0.37,0.37,2.22,0.37,1.48,1.11,1.85,5.55,1.48,268.24,0,0,107.3,0.37,32.19,12.58,0.37,7.77,0,30.71,9.99,0,2.22,3.7,6.29,2.59,0,1.85
3Month,1.77,23.72,0.21,21.12,0.31,0,0.21,0,0.1,0.62,1.77,0,5.51,1.14,0,1.66,0.42,1.25,1.35,30.06,9.67,0,8.84,0.21,0.62,0.21,0.31,1.98,0,0.21,0.94,0.73,0,0,0,23.92,0.94,0.73
22Month,0.96,23.5,0.55,8.47,0,0,0.41,0,0,0.27,1.78,7.52,13.39,0.96,0.41,1.64,0.41,0.55,0.82,12.16,0.55,0.14,3.83,0.14,0.41,0,0.27,0.55,0.27,0,0.27,1.09,0.27,0,0,2.05,0,0.14
