stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,21.7,8.74,0.85,0,0,0,0,0,0,0,0,0,3.38,111.61,0,1.13,0,0,0.28,0.28,5.64,4.23,0,0,0,1.69,0,0,0.28,1.41,0,0.28,0,0,0
21Day,5.55,1.11,0.37,128.76,1.11,4.81,0,0,0.37,0,0,2.59,0.37,2.96,2.59,1.85,414.39,1.85,12.58,0.37,0,2.96,0,16.65,7.4,0.74,0,0,4.81,10.73,0.74,1.85,2.59,2.22,0.37,0,0,0.74
3Month,0.1,0.52,0.94,32.87,0.1,0,0.62,0.1,14.46,3.02,0,15.08,2.81,0.31,5.3,3.74,379.35,2.29,4.47,0.94,0,1.35,1.35,1.14,0,0.21,0.21,0,0.42,1.35,6.66,0.1,0,0,0.1,1.66,6.66,2.7
22Month,0.41,0.82,2.73,29.52,0.96,0,0.55,0,12.44,2.32,0.68,77.34,1.09,0.41,5.88,1.91,156.87,1.37,1.78,0,1.64,0.41,0.55,0.55,0.14,1.5,0.27,0.55,0.41,0.27,5.33,0.27,0.27,0,0.14,0.14,0,0.96
