stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28,10,0,64,1,0,0,0,0,0,0,0,0,0,0,8,5,3,160,0,0,0,0,6,192,0,0,0,20,0,0,0,0,0,6,0,0,0
72hpf,7.05,5.64,0,44.81,4.23,1.69,0,0,0,0,0,0,0,0,0,1.97,35.79,0.28,82.86,0,0.28,2.54,0.56,44.53,33.82,0.56,0,0,167.42,0,0,3.66,0.28,0,15.5,0,0,0
21Day,5.55,0.74,0.74,106.93,1.85,4.07,0,1.11,0,0.37,0.37,0.37,0.37,6.29,1.11,0.74,37.37,1.85,121.73,0,0,28.12,0,20.35,14.06,0,1.48,0,44.4,4.07,0,0.74,0.74,2.22,7.4,0,0,9.99
3Month,0.52,2.18,0.1,46.08,0.31,0,0,0,0.52,2.29,0.21,5.1,1.14,0.21,1.35,1.46,20.6,1.66,44.21,5.62,0.1,2.7,5.2,1.04,0.52,1.14,0.62,0,12.59,0.73,1.87,1.46,0.1,0,3.54,6.14,0.73,8.74
22Month,0.55,1.09,0.14,36.08,0.41,0,0.41,0,0.41,1.37,7.38,12.71,0.96,0.68,1.37,1.37,6.29,3.28,32.8,1.09,0.41,3.28,0.82,2.05,1.5,0.96,0.41,0.14,8.47,0,1.23,6.97,0.27,0,1.23,0.82,0,1.91
