stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.23,3.95,0,5.64,0.28,1.69,0,1.13,0,0,1.41,0,0,0,2.25,0,1.97,8.17,1.97,9.3,0,0,0.28,0.28,3.66,14.09,0.28,0,0,8.17,0,0,0.28,2.25,0,2.54,0,0,0
21Day,2.22,1.11,0,9.25,0.37,1.85,0,6.66,0,0,3.7,0,0.37,1.11,21.83,1.11,0.74,3.33,4.81,8.14,0,0,1.85,0,2.59,5.55,0,0,0,3.33,3.33,0,0,1.11,0,0.74,0,0,8.14
3Month,1.14,11.55,1.35,53.67,0.52,0,1.04,4.89,0.52,5.2,95.07,0.1,75.41,62.51,12.79,24.65,4.06,19.76,28.71,18.41,2.81,0.1,9.36,3.43,0.31,0.42,1.14,0.83,0,0.73,4.16,0.31,37.13,0.94,0.1,0.83,6.55,5.2,96.01
22Month,0,15.3,0.82,21.18,0,0,1.64,4.1,0,2.32,242.69,8.2,134.87,29.52,21.73,24.6,0.82,5.88,54.25,11.21,0.68,2.87,3.69,0.14,0.41,0.27,0.82,0.82,1.09,0.96,1.23,0,7.93,1.91,1.09,0.14,1.09,0,44.96
