stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,8.46,0.56,0,0,0,0.28,0,0,0
21Day,0,0,0,0.37,0,0.37,0,0,0.37,0,0,0,0,0.74,0,0,0,4.44,0.74,0,0,0.37,0,0,0,0
3Month,0,0,0.31,0,0.21,0.1,1.46,0.21,0,0.31,0.1,0.1,0.1,0.21,0,0,0.1,0,0,0.1,0.1,0,0,0,0.21,0.21
22Month,0,0.14,0.14,0,0,0.14,4.92,0.55,0,0.27,0,0,0,0.82,0.14,0.14,0,0,0,0,0,0.14,0,0.14,0,0.27
