stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,2,0,8,1,1,0,1,0,1,0,0,0,0,0,2,2,6,24,0,0,0,0,8,139,0,0,0,5,0,0,0,0,0,0,1,0,0,0
72hpf,6.48,1.69,0,7.33,1.13,0.85,0,1.69,0,0,0,0.28,0,2.25,0,9.58,13.25,1.13,18.88,0,4.23,0,0.56,38.05,39.46,0.28,0.28,0,9.58,1.41,0,1.13,6.48,0.28,0.28,1.41,0,0,0
21Day,20.72,2.59,0,39.22,1.11,4.81,0,13.32,0,1.11,0,1.85,0.74,12.95,0.74,0.74,11.47,7.03,46.25,0,0,4.81,0,13.32,24.42,0,0,0,15.54,5.55,0,2.96,2.22,0.74,1.48,1.85,0,0,3.7
3Month,0.31,1.04,0.31,14.77,0.21,0,0.21,0.73,0.94,1.87,0,31.21,1.87,0.83,5.41,0.94,3.95,2.91,4.47,0.52,0,0.83,1.14,0.42,0.1,0.52,0.52,0,0.42,0.31,0.1,34.85,0.1,0,0,0,1.04,1.66,2.39
22Month,0.14,0.96,0.55,2.87,0,0,0.14,0.27,0.96,3.01,1.09,83.9,0.82,2.87,5.33,0.14,0.96,6.01,3.42,0.27,1.37,0.41,0,0.27,0.14,0.55,0.82,0.14,0.55,0,0,13.94,0.55,0.27,0,0,0.14,0,0.55
