stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,5,0,0,0,0,0,6,0,0,0,0,1,11,0,3,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.66,1.13,0,5.36,2.82,0,0,0,0.28,0,0,0,0.85,0,1.97,400.51,0.56,6.76,0,0.85,0.28,0,72.15,29.03,0.28,0.28,5.64,0,0,4.79,0.56,0.56,0,0,0,0
21Day,0.37,0.74,0.37,9.99,1.48,0,0.37,0.37,0.37,0,0,0,1.48,0.37,0.37,99.53,0.74,4.81,0,0,0.37,0,11.47,4.44,0,0,2.96,2.22,1.85,0.37,0.37,0.37,0,0,0,0.74
3Month,0,0.31,0,25.69,0,0.21,0,0.52,0.52,0,4.06,0.52,0,0.83,0.42,1.46,0.83,1.25,0.1,0,0.21,0.21,0,0.1,0,0,0,0.31,13,0.1,0,0,0.21,0.21,2.39,0.21
22Month,0,0.68,0,2.73,0,0,0,0,0.82,0,4.1,0.27,0,0.41,0.14,0,0.41,0.68,0,0.14,0.14,0,0,0,0.27,0,0,0,1.64,0,0,0,0,0,0,0.27
