stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,2.82,0.28,0,0,0,0,0,0,0,0.28,0,3.1,0.56,0,1.41,0,0.56,0,0,2.82,3.38,0,0,0,0.28,0.28,0,0.56,0,0,0,0,0
21Day,0,0,0,33.67,1.11,0,0.37,0,0,0,0,0,0,0,8.14,0.74,0,1.11,0,0,0,0,1.11,0.74,0,0,0,0.37,0.37,0,0.37,0,0.37,0,0,0
3Month,0.21,0.31,0.1,30.48,0,0.73,0.73,0.73,0.52,0,10.4,1.46,0.31,2.29,2.18,0.94,1.14,2.39,0.21,0,0.52,0.31,0.1,0,0.73,0.1,0,0.1,0.62,7.07,0,0.1,0,3.02,3.33,0.94
22Month,0,0.41,0.41,24.87,0,0.27,0,0.14,1.23,0.27,9.43,0.27,0.14,0.68,1.09,0.27,0.68,0.96,0.14,0.41,0.14,0,0,0,0.14,0,3.69,0,0,5.06,0.27,0,0,0.14,0,0.55
