stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,0.56,0,0,0,0,0.85,3.1,0,0,0,0.85,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0.37,16.28,0,1.11,0,0,0,4.07,0,0,0,0.37,0,0.37,0.37,1.11,1.11,0.37,0.74,0,0,0,0,0.74,1.48,1.11,0,0,2.22,0,0,0,0,0,0.37,0,0,0.37
3Month,0.1,0.21,1.87,86.33,0,0,0.21,0.1,0.1,172.98,1.35,0,0,13.21,2.91,0.1,7.07,0.83,4.58,1.56,2.29,1.25,0.1,1.46,0.83,0.31,0.1,1.66,0.42,0,0.21,2.18,0.1,4.26,0.1,0,0,0.62,5.41,1.46
22Month,0.27,0.82,12.85,30.61,0.14,0,0.68,0.14,0,101.26,1.64,0.68,0,40.58,0.96,0.41,9.29,0.55,3.01,1.91,1.91,0.14,1.37,0.68,0,0.14,0,4.1,0.41,0.14,0.14,0.41,0,1.78,0.41,0.41,0,0.27,0,1.23
