stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,15,6,0,17,1,1,0,0,0,0,0,1,0,0,0,8,7,9,41,0,0,0,0,14,227,0,0,0,6,0,0,0,0,0,1,0,0,0
72hpf,6.76,1.97,0,8.74,1.97,51.01,0,0.56,0,0.28,0,0,0,0,0,6.2,11.27,1.13,15.78,0,1.97,0.56,0.56,90.47,64.83,1.41,0.56,0,15.5,0.28,0,6.2,8.74,2.25,1.13,0,0,0
21Day,6.66,1.11,0,17.02,2.22,39.59,0,9.99,0,0.37,0,1.48,0.37,6.29,1.11,3.7,7.03,1.48,17.39,0,0,3.33,0,29.23,21.46,0,0,0,11.1,3.7,1.11,2.96,11.84,12.21,2.59,0,0,1.11
3Month,0.1,1.46,0.21,15.39,0.1,0,1.14,0.73,1.87,4.47,0.1,22.57,3.22,1.46,2.5,2.29,5.41,3.33,6.14,1.46,0,0.73,0.94,2.18,0.52,0.94,0.73,0,0.52,0.83,30.27,0.21,0.1,0,0.42,1.56,120.87,3.54
22Month,0.14,1.09,0.41,5.06,0,0,0.14,0.82,0.82,5.47,2.05,26.65,1.78,1.23,3.01,0.41,1.23,3.14,4.51,0,0.27,0.41,0,0.68,0.14,0.41,0.55,0.14,0,0.27,2.87,0.68,2.6,0,0.14,0.27,0.41,0.55
