stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.56,0.85,1.41,0,0,0,0,0.28,1.41,0,0,0,0.56,0,0.28,0,0,0,0,0,0,0
21Day,0.37,0,0,14.8,0.37,0,0.37,0,0,2.22,0,0,0,0.74,0.37,0,0,1.85,0.74,0,0,0,0,0.37,0,0,0,0,0.74,0,0.37,0.37,0.37,0.37,0,0,0,0
3Month,0,0.73,0.31,17.37,0,0.62,0,0.1,1.66,8.01,0,8.22,3.12,0.42,5.3,0.83,4.16,6.03,3.02,0.62,0.1,1.35,1.46,0,0,0.73,0,0,0,0.94,9.67,0.1,0,0,0.21,0.73,3.02,1.77
22Month,0.41,0.68,0.55,3.42,0,0.68,0.14,0,0.27,20.36,0.82,17.35,2.32,1.78,1.23,0.41,0.68,16.94,4.51,0.27,1.5,0.27,0,0.14,0,0.14,0.41,0.27,0,0.14,4.51,0.27,0,0,0,0.14,0,0.55
