stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,4,0,15,0,1,0,0,0,0,0,3,0,0,1,0,1,4,3,23,0,0,0,0,12,706,0,0,7,0,0,0,0,0,1,0,0,0
72hpf,3.95,1.41,0,5.36,0.28,1.97,0,0.28,0,0,0,0,0,0,0,0.28,0.28,11.56,0,12.97,0,1.13,0.28,0,214.77,45.66,0,0,7.33,0,0,12.4,0,0,2.25,0,0,0
21Day,1.48,1.11,0.37,3.7,0,1.11,0,0.37,0,0.37,0,0,0.37,0,0.37,1.48,0,1.11,0.74,25.53,0,0,2.96,0.37,35.15,16.65,0,0.37,2.59,4.44,0,3.33,0.74,6.29,0.74,0,0,0.74
3Month,0.1,4.47,0.42,12.9,0,0,0.21,0,3.02,1.25,0,0,103.18,1.56,0,27.25,1.46,4.37,1.56,9.99,0.1,0.21,2.39,1.04,0.1,0.1,1.87,0.73,0.1,2.39,2.08,0.42,0.1,0,0.31,0.73,1.04,1.35
22Month,0.14,3.01,0.14,8.61,0,0,0.27,0.27,1.91,0.55,0.27,0,76.39,0.96,0.55,18.99,0.14,0.55,0.68,6.7,0.14,2.46,1.23,0.41,0.55,0,0.68,0.14,0.27,0.14,1.37,0.82,1.5,0,0,0,0,0.41
