stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,6,0,0,0,0,0,1,0,0,0,0,0,1,3,3,18,0,1,0,2,18,343,0,0,0,3,0,0,0,0,0,4,0,0,0
72hpf,1.97,1.13,0,7.33,8.74,9.3,0,0.28,0,0,0,0,0,0.28,0,2.82,3.38,1.69,15.22,0,0,0.28,0.56,58.62,68.77,1.13,0.28,0,14.94,0.28,0,12.12,0.85,0.85,1.41,0,0,0
21Day,2.96,0,0,7.4,9.62,13.69,0,1.11,0,0.37,0,0,0,3.33,0.37,0,2.59,2.22,11.84,0,0,3.7,0.74,22.57,18.87,0.37,0.37,0,4.44,0.74,1.11,5.55,0.74,0.74,0,0,0,0.74
3Month,0.1,0.31,0,25.59,3.02,0,0.1,0.1,0.42,1.56,0,6.97,2.18,0.31,2.5,3.43,1.14,1.98,10.61,1.66,0.1,1.66,0.73,34.43,0.21,1.56,0.42,0,0.42,1.14,59.81,0.31,0,0,0.31,1.46,209.91,2.7
22Month,0.27,0.14,0.27,12.85,0.68,0,0,0,0.41,1.5,0.68,17.08,0.68,0.55,0.82,0.82,0.41,1.5,6.15,0.14,0.55,0.96,0.14,11.07,0.41,0.68,5.06,1.5,0.27,0,11.21,1.91,0.27,0,0.27,0.27,1.09,0.27
