stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,10.15,1.97,0,1.97,1.41,0,0,0,0,0,0,0,0,0,0,0,2.82,0,17.47,0,0.56,0,83.71,24.24,0.28,0,14.37,0,0,3.38,11.56,3.38,1.41,0,0,0
21Day,34.41,0.74,0,3.33,0.74,1.48,0,0,0,0,0,0.37,0,0.37,0.37,0.74,1.48,0.37,24.79,0,2.59,0,31.08,15.54,0,0,12.21,1.85,0.74,2.59,22.57,8.88,1.11,0,0,0
3Month,0.42,2.5,0.1,4.58,0.21,0,0.1,0.21,0.62,1.04,0.21,5.93,0.62,0,1.14,2.5,1.46,1.56,12.79,1.35,1.04,3.33,0.83,0.83,0.52,0.1,1.77,0.31,10.19,0.52,0.62,0,0.21,12.48,31.93,0.31
22Month,0,3.14,0,3.28,0,0,0,0,0,1.64,1.78,12.57,0.14,0.14,0.68,0.82,0.14,0.41,6.56,0.14,0.55,0.68,0.96,0.27,0.41,0,0.68,0,2.73,1.78,26.65,0,0.27,1.78,0,0.27
