stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,18,0,0,0,0,0,0,0,0,0,0,1,2,10,11,0,0,0,0,1,39,0,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0.28,0,0,0,0,0.56,1.69,0.85,1.41,0,0,0,0,1.13,2.54,0,0,0,0.28,0,0,0,0,0,0.85,0,0,0
21Day,0.74,0,0,1.85,0.37,1.11,0,0,0,2.22,0.37,0,4.44,0,0,1.11,2.96,4.07,0,0,0.37,0,1.48,0.37,0,0,0,1.48,0.74,0,1.11,0,0.37,0,0,0,7.03
3Month,0,0.62,0.21,1.66,0,0,0.31,0.21,0.62,4.58,2.29,4.68,1.46,1.56,0.94,0.52,6.76,0.94,0.1,0,0.52,0.1,0,0,0.1,0.1,0,0.1,0.31,0.1,31.83,0.21,0,0,0.21,0.94,22.99
22Month,0,0.41,0,0.27,0,0,0,0.14,0.14,8.88,3.42,1.64,1.78,0,0,0.27,13.94,0.55,0,0.14,0,0,0.14,0,0.14,0,0.27,0,0.14,0,7.52,0.27,0.14,0,0,0,10.39
