stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0
72hpf,4.23,0.28,0,1.13,1.69,1.41,0,0,0,0,0,0,0,0,0.28,0,0.56,3.1,2.82,10.15,0,0,0.28,0,59.19,9.86,0.85,1.41,7.33,0,0,0.85,1.69,0,0,0
21Day,0.74,0,1.11,4.07,1.48,1.85,0,0,0,0,0,0,0,0,0,0,0,1.11,7.4,15.91,0,0,2.59,0,21.83,1.48,0.37,0.37,4.44,1.11,0,0.74,0.74,0,0,0
3Month,0.62,1.77,0.21,4.99,0.52,0,0.1,0.1,0.1,1.66,1.87,0.1,5.3,1.46,0,2.39,0.42,0.94,42.44,21.84,3.02,0,2.6,0.42,3.12,0.42,7.07,0.31,0,0.73,17.27,0.21,0,0.73,20.7,1.25
22Month,0.41,3.28,0.96,3.55,0.14,0,0.41,0.27,0,2.32,2.73,1.23,14.62,0.68,0.27,2.87,0.41,0.96,19.13,23.37,0.41,0.82,1.78,0.14,3.96,0.14,6.42,2.32,0.14,0,12.98,0.14,0,0.14,0.14,1.23
