stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.28,0,0,0,5.64,0.28,1.69,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
21Day,1.48,0.74,0.74,4.44,0,2.59,0,0,0,0,0,0,1.11,0,0.74,72.52,0.37,4.07,0.74,5.18,0,0,1.11,9.62,8.14,2.96,0,0.74,0,27.75,2.96,0,0,0,1.11,0.37,0,0,0,1.11
3Month,0.83,1.98,3.74,29.75,0.21,0,1.35,0.1,0,14.67,10.71,0,34.85,14.67,0.73,900.06,1.56,9.47,6.14,13.73,3.43,0.62,3.33,107.35,1.04,0.1,1.66,0.94,0,2.91,7.8,0.1,10.4,0.52,0.1,0,0.1,2.5,4.26,7.8
22Month,0,2.73,1.23,7.11,0.14,0,0.68,0.14,0.14,13.66,3.28,1.64,31.16,0.82,0.27,678.33,0.27,0.68,3.14,3.55,0,1.5,0.82,2.05,0.27,0,2.05,1.09,0.27,0.41,1.23,0,3.96,0.41,0,0,0,0.14,0,1.09
