stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,1,4,2,23,0,0,0,1,0,26,1,0,4,0,0,0,0,0,0,0
72hpf,1.41,0,0,10.71,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,5.64,0,10.43,0,0,2.25,0,4.23,2.54,0.28,0,5.07,0.28,0,0.56,0.28,0,0,0
21Day,2.96,0.37,0.74,18.13,0.37,1.85,0,0,0,0,0,0,0.37,0,0.37,1.11,0.37,7.03,0,12.58,0,0,5.92,0,6.29,0.74,0,0,1.85,0,0,0.74,0,0,0,0.37
3Month,0,0,0.83,18.41,0.31,0,0,0,0.31,0.42,0.21,0,13.31,0.52,0.1,18.1,1.46,12.27,0.31,8.63,0.73,0,1.04,0,0.1,0,1.46,0.31,0,0.52,0.52,0,0,0.31,0.31,0.83
22Month,0,0.41,1.78,7.93,0,0,0.27,0.14,0.55,0.82,1.09,0,6.15,0.41,0.41,23.91,0.14,5.33,0.27,11.48,0.27,0.27,1.5,0,0.27,0,1.23,0.14,0,0.14,0.41,0.14,0,0,0,0.14
