stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,65,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,1.13,4.79,0,0,0,0.56,0,0,0.56,0,0,0,0,0
21Day,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0.74,0,0,1.48,0,0,0,0.74,0,0,0,0,0,0,0,0
3Month,0.1,0.21,0.42,2.81,0,0,0.31,0.62,1.04,0,46.81,1.04,0.1,2.7,0.52,1.25,0.94,0.83,0.94,0.1,0.42,0.42,0,0,0.21,0,0,0.21,0.62,1.25,0.1,0.1,0.21,0.73,0.42,0.83
22Month,0,0.68,0.82,4.24,0.41,0,0.41,0.14,5.88,0.82,93.74,1.37,1.09,6.97,0,0.68,3.83,5.88,0.14,2.05,1.09,0.14,0.68,0.14,0.14,0.14,0.14,0.41,0.82,0.41,0.55,0.14,0,0.27,0,1.23
