stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.68,0.28,0,0,0,0,0,0,0,0,0,0,1.41,8.46,0.28,0.85,0,0.28,0,0,3.95,0.85,0,0,0.56,0,0,0.56,0,0,0,0,0,0
21Day,1.11,0,0.37,83.25,2.22,0,0.74,0.37,0.37,0,0,0.37,0,1.11,0.74,8.51,17.02,1.11,3.7,0,0.37,0.37,0,4.81,1.11,0,0,2.96,2.96,0,0.37,0.37,0.37,1.48,0,0,0.74
3Month,0.21,1.25,1.25,141.67,0,0.1,0.1,150.62,4.26,0,0,16.23,6.35,0.1,57.31,3.33,6.97,7.28,6.35,1.46,0.1,53.05,1.35,1.35,0.1,0.94,0.31,0.1,1.14,3.12,0.21,0,0,0,1.46,2.29,2.29
22Month,0.14,7.11,3.14,56.57,0,0.96,0.14,34.03,2.6,1.64,0,11.75,0.68,0.27,12.03,1.37,7.93,7.38,13.12,0.27,0.41,2.6,0,2.05,0.14,0.27,0.55,0.27,0.14,0.41,0.27,0,0,0,0,0,0.82
