stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,3,14,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.69,1.13,0,4.51,0.28,0,0,0,0,0,0,0,0,0.85,0,0.56,7.05,0.28,10.15,0,0.85,0,0,23.11,14.09,0,0.28,7.89,0,0,0.85,0,0.56,0,0,0
21Day,1.11,0,0.37,8.14,0.74,0.74,0,0.74,0.37,0.74,0,0,1.48,4.81,0.37,1.11,9.25,0.74,4.07,0,0,0.37,0,4.07,3.7,0,0.37,2.59,0.37,0,0.74,0.37,0,0,0,2.96
3Month,0,0.73,0.21,12.69,0,0,0.42,0.1,1.46,3.54,0,6.45,4.99,1.04,1.46,0.42,4.37,3.22,2.81,0.83,0,0.52,0.31,0.31,0.21,0.42,0.31,0,0.31,1.04,0,0,0.1,0.94,0.1,11.34
22Month,0,0.41,0.14,3.42,0,0,0.27,0.27,0.82,4.92,0.41,9.57,1.64,0.96,0.96,0.14,0.14,1.78,2.46,0,0,0.41,0,0,0,0.41,0.14,0,0,0.14,0,0,0.14,0,0,2.05
