stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,3.95,0.56,0.56,0,0,0,0,0,0,0,0,0,0.85,17.76,0,0,0,0,0,0,2.54,2.82,0,0,0,0.56,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0.74,24.79,1.85,0.37,0,0.37,0.74,0.37,0,0.37,0,0.74,1.11,1.85,14.8,2.22,4.07,0,0,2.59,0,1.48,1.85,0,0,0,1.85,0.37,0,0,0,0.37,0.37,0,0,1.48
3Month,0,1.56,2.6,32.04,0.52,0,0.83,0.21,18.41,2.7,0.21,36.61,3.85,0.73,17.79,2.29,4.68,5.62,3.22,0.94,0,13.52,1.46,0.42,0,2.39,0.21,0,0.21,1.46,0.1,1.46,0.21,0,0,0.94,1.14,7.91
22Month,0.41,4.1,3.01,33.48,0,0,0.96,0.27,12.3,4.78,15.85,202.92,1.91,0.82,19.54,0.82,5.6,5.19,7.11,0.27,3.69,2.19,0,0.41,0.14,1.37,0.14,0.82,0.14,0.27,0,0.68,1.64,0.27,0,0.55,0,3.01
