stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.76,1.41,0,3.95,7.89,6.2,0,0,0,0,0,0,0,0,0.28,0,0.56,10.15,1.41,4.23,0,0,0,0,745.49,14.66,3.66,10.43,8.17,0.56,0.56,6.2,0,0.28,0.85,0,0,0
21Day,4.07,0,0,8.14,8.51,5.18,0,0.37,0,0,0.74,0,0,0.74,0.74,1.48,0.74,4.44,1.85,4.07,0,0,0.74,0,237.16,6.66,4.07,4.81,2.96,5.55,1.48,2.59,0.74,2.22,0.74,0,0,0.74
3Month,0,0.21,0.1,3.64,0.42,0,0.31,0,0.1,0,1.04,0.1,4.26,1.14,0,1.14,0.31,1.04,0.83,1.46,0.1,0.1,0.31,0,1.04,0.21,4.89,0.21,0.1,0.21,9.36,0.1,0,0,0,0.21,3.22,0.73
22Month,0,0.55,0,4.78,0,0,0.27,0.27,0,0.41,1.64,0.96,18.45,0.82,0.41,3.14,0,0.14,1.91,2.19,0,0.27,0.68,0.14,1.91,0,5.33,0.55,0,0,3.69,0.68,0.14,0,0,0,0,0.27
