stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,73.56,5.36,0,1.97,14.09,1.69,0,0,0,0.28,0,0,0,0,0.85,3.1,0.28,67.08,0.28,0.28,1.97,0,31.85,40.02,0,0.28,59.19,0,0,0.85,0,0.56,6.2,0,0,0
21Day,378.13,8.51,0.37,11.1,1.11,13.69,0,2.96,0,0.74,1.85,0.37,2.59,2.59,0.37,4.44,0.74,95.83,0,0,16.65,0,27.75,29.6,0,13.69,9.25,9.99,0.37,2.96,2.96,1.48,2.22,0,0,1.11
3Month,17.06,18.72,0.1,3.85,1.25,0,0.42,0,0.21,1.98,4.99,1.87,0.21,2.08,0.21,1.56,1.66,39.42,14.25,0,5.51,0.73,1.14,0.94,0.52,9.47,0.1,0.42,3.64,0.1,0.1,0,0,11.03,0.83,1.66
22Month,4.37,2.32,0.14,0.82,0,0,0.55,0,0.14,0.82,8.2,0.68,0.14,0.41,0.27,0.27,0.68,20.22,0.55,0.14,0.96,0.14,0.14,0.14,0,0.82,0,0.14,3.01,0,0,0,0,0.27,0,0.41
