stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.13,0,3.38,1.13,1.69,0,0,0,0,0,0,0,0,0,1.69,5.07,0.56,12.97,0,0.56,0.28,0,50.45,42.84,0.56,0.28,0,6.2,0,0,0,8.74,0.28,0,0.56,0,0,0
21Day,9.99,2.59,0.37,29.97,3.7,14.43,0,3.33,0.37,1.11,0,2.22,0.37,16.28,0.37,3.33,8.88,3.7,38.48,0,0,2.96,0.37,68.82,45.14,2.22,0.74,0,13.69,4.07,0,0.37,8.88,1.11,1.48,1.48,0,0,12.21
3Month,0.1,1.35,0,5.51,0.31,0,0.1,0,1.98,1.35,0.1,7.39,1.35,0.62,2.7,0.73,1.56,2.29,3.54,0.1,0,1.14,0.52,0.1,0.21,0.73,0.31,0,0.31,0.42,0.1,5.51,0.31,0,0,0.21,2.5,1.04,6.87
22Month,0.14,2.73,0.27,1.78,0,0,0,0.14,0.27,2.87,1.23,19.27,0.82,1.09,2.46,0.14,0.14,2.87,1.91,0,0.41,0.55,0,0.55,0,0.68,0.82,0.14,0.14,0,0,1.23,0.14,0.14,0,0,0,0,1.91
