stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,19,3,1,0,1,0,0,0,0,2,0,0,0,0,24,9,1,13,0,0,0,5,8,211,6,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.28,0,7.61,6.2,1.41,0,0,0,0,0,0,0,0,0,0,0,3.66,24.24,0,2.25,0,0,0,1.41,23.96,23.68,0,0.28,0,0.85,0,0,10.15,0.28,0.28,0,0,0
21Day,1.85,0.37,1.11,31.08,1.85,3.33,0,0,0,0.37,0,0,0,0.37,0,0.74,0,6.66,11.47,5.18,5.92,0,0,4.07,0.37,17.02,7.4,0.74,0,0,1.48,2.59,0,2.96,1.85,0,0,0,0
3Month,0.52,3.33,1.25,136.99,2.18,0,0.62,0.21,0.21,1.87,3.74,0,0,11.13,4.99,0.73,5.41,94.24,10.4,9.36,15.91,2.7,0,1.25,3.85,25.07,1.04,1.56,1.25,0,0.42,1.25,3.64,0.83,0,0.62,1.87,1.66,2.18
22Month,0.14,1.09,1.37,49.19,1.23,0,0.27,0,0,0.55,2.46,0.82,0,7.52,0.14,0.41,1.37,12.98,1.78,8.61,11.48,0.27,0.27,1.23,0.27,6.7,0.82,1.23,3.14,0.14,0.14,0.14,0.27,0.68,0,0,0.27,0,0.55
