stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.13,2.25,0.56,0.28,0,0,0,0,1.41,0.56,0,0.28,1.97,0,0,0,0.85,0,0.28,0,0,0,0
21Day,0.37,0,0,4.07,0,0.74,0,0.37,0,0,0,0.37,0,0,0,0,1.48,0.37,2.59,1.85,4.07,0,0,0,0,0.37,1.11,0.37,0,1.11,0,0,4.44,0,0,0.37,0,0,0.74,0.37
3Month,0.62,1.98,1.87,17.79,0.1,0,0.73,0.21,0.1,4.06,5.51,0,0,21.01,6.35,0.83,17.58,2.29,7.18,8.53,5.51,1.04,0.31,1.77,2.5,1.04,0.1,1.77,1.04,0.31,4.06,0.1,209.7,0.52,0.21,0,0.21,2.5,534.86,3.85
22Month,0,0.68,0.82,4.24,0.14,0,0.55,0.27,0,1.64,5.19,3.01,0,6.42,1.37,1.23,10.52,0,0.14,4.24,3.69,0,0.41,0.68,0,0.41,0,0.96,0.14,0.41,0.27,0,31.16,0.14,0.14,0,0,0,1.91,0.82
