stage,Epithelial_cell,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0
3Month,0.52,0.1,0.1,0,0.21,0.1,0.1,0.1,0.1,0.31,0.1,0,0,0.21,5.3,0.1,2.39,0.31
22Month,0,0,0,0.14,0.82,0,0,0,0,0.14,0,0,0,0,0.41,0,0,0
