stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,8,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,8.46,0.28,0,1.13,0,0.56,0,0,0,0,0,0,0,0,0,1.97,0,0.28,4.23,1.13,22.55,0,0,0.56,0.56,18.04,24.24,0,0,0,9.58,0,0,0,0.28,0.28,0,0,0,0
21Day,24.05,1.11,0.37,24.05,0.37,3.7,0,1.85,0,0,0.74,0,0,3.7,0,42.92,4.81,1.11,5.92,5.18,30.71,0,0,8.14,0.37,12.58,11.1,0.37,0,0,6.29,2.59,0,0,0.74,0,0.37,0,0,34.04
3Month,0.83,5.2,2.5,86.44,0.21,0,2.39,0.73,0,6.24,24.86,0,0,117.85,17.47,5.62,176.1,3.12,113.9,34.85,346.17,121.39,0.73,6.03,11.75,2.81,0.52,6.87,3.64,0,3.02,6.97,0.1,26.63,2.91,0.1,0.42,5.41,38.07,121.7
22Month,0.41,13.25,4.37,35.8,0.41,0,1.5,0.55,0.14,5.19,12.16,2.87,0,355.56,8.06,6.7,176.96,1.64,35.53,45.5,389.18,6.01,7.38,10.25,1.09,2.46,0.68,9.98,4.51,2.19,1.37,0.96,0,11.89,16.12,0.96,0.27,0.96,0.14,48.1
