stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,11,1,0,0,0,0,0,3,0,0,0,0,0,0,1,42,0,0,0,0,10,190,0,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,5.36,1.13,0,7.61,3.66,0.85,0,0,0,0,0.28,0,0,0,0,1.41,11.84,0.56,25.93,0,0.28,0.85,0,189.12,51.3,0.56,0.28,0,15.22,0.85,0.28,11.27,0.85,0.28,1.69,0,0,0
21Day,4.81,0.74,0,10.36,0.37,2.59,1.11,0.37,0,0.37,0,0.37,0,1.11,0,0.37,4.07,1.48,27.75,0,0.37,0.74,0,40.7,11.47,1.11,1.11,0,4.07,1.85,0.74,4.44,0.37,1.11,0.37,0,0,0.37
3Month,0.31,1.14,0.42,31.73,0.83,0,0,0.94,2.7,0.1,0,19.76,1.25,0.42,4.16,2.91,11.34,2.5,18.31,3.54,0,1.35,1.46,5.1,1.04,6.55,0.31,0,0.83,1.25,67.3,0.73,0.1,0,0.73,5.3,205.43,2.18
22Month,0,1.5,0.27,13.94,0.55,0,0.14,0.27,1.78,1.78,0,18.99,0.41,0.27,1.64,0.41,1.5,2.05,13.8,0.68,1.37,0.27,0,1.64,0.14,3.28,0.41,0.41,0.41,0,8.61,0.68,0.82,0,0,0.41,0.68,0.27
